id,value
id_0,26.657502753651904
id_1,63.151556185371554
id_2,20.993110645546565
id_3,28.362161513246285
id_4,11.65459059882299
id_5,36.25972038209626
id_6,39.755144178397984
id_7,17.741380405213484
id_8,47.575200596177815
id_9,33.13760856783833
id_10,39.332896537296214
id_11,58.6412949884797
id_12,35.75223407159676
id_13,41.83397167528408
id_14,26.939676936758378
id_15,13.59199054484596
id_16,51.77992536792046
id_17,22.94211161154354
id_18,20.433626358757834
id_19,20.302196695159473
id_20,15.700029137877118
id_21,29.635830451757506
id_22,36.427135663923636
id_23,10.262701931724
id_24,58.56781338711225
id_25,44.95203276616049
id_26,28.96040629782207
id_27,10.35734693782573
id_28,29.298984273397245
id_29,35.97250543099733
id_30,18.597624612788298
id_31,12.412010403096597
id_32,17.451433698974462
id_33,6.909545402184339
id_34,19.041934031779597
id_35,37.79038743554716
id_36,19.834039065879956
id_37,28.3664474394788
id_38,8.043122731350312
id_39,61.17625586177755
id_40,47.53649770058568
id_41,17.255526512196123
id_42,49.718588112186644
id_43,18.807537829724843
id_44,44.39957449753628
id_45,50.40976793547614
id_46,60.99307600397976
id_47,40.22591738436575
id_48,51.535613353555334
id_49,41.75902265618604
id_50,30.189035829954786
id_51,25.17587599626245
id_52,40.03055441784289
id_53,25.139599933949885
id_54,38.30300827747433
id_55,39.69949740332203
id_56,24.810032381101408
id_57,22.459107088991793
id_58,37.113368167590224
id_59,30.60259863182873
id_60,16.497473765363235
id_61,22.756720495892353
id_62,31.904246263405675
id_63,55.14494137460487
id_64,48.82293684508544
id_65,26.749028948109306
id_66,40.874006084864284
id_67,54.48798856367677
id_68,27.94583506723556
id_69,38.46260550506302
id_70,65.82769315577399
id_71,52.375109440653894
id_72,43.32086304279137
id_73,12.628226515637824
id_74,13.247987350070428
id_75,35.155392481835094
id_76,60.563973724202
id_77,5.330974022453001
id_78,43.21531159685394
id_79,39.91453560797842
id_80,9.616254453943483
id_81,23.14040204342916
id_82,9.011835372330783
id_83,33.780456772832665
id_84,11.988097211678053
id_85,7.238114071205903
id_86,16.38984672931172
id_87,13.260218184453167
id_88,14.866292529508844
id_89,28.879947426131764
id_90,30.75064690050959
id_91,12.371711484486566
id_92,15.301276054504005
id_93,8.726008151809067
id_94,36.773857017220536
id_95,17.261972245723367
id_96,15.463613347019262
id_97,9.959433849216937
id_98,11.722754718185021
id_99,6.130953242844921
id_100,13.478137789679437
id_101,19.171503177635746
id_102,11.764428915355033
id_103,6.99231353069513
id_104,15.139708357074632
id_105,36.96612551555553
id_106,28.555458042057886
id_107,9.183949315775292
id_108,17.39241575317876
id_109,17.344759115525033
id_110,15.504508387192216
id_111,17.79684150213903
id_112,14.052808857962937
id_113,28.580952085221597
id_114,22.636349707849828
id_115,16.470390905408493
id_116,9.474566456574587
id_117,44.51428561533989
id_118,29.552760017122992
id_119,3.8333391860827044
id_120,3.6028796848849387
id_121,12.255068026546667
id_122,15.99211751075119
id_123,15.939932143120782
id_124,8.290268423732645
id_125,26.121811571287434
id_126,21.134330400466638
id_127,14.778518444806535
id_128,20.49862941767011
id_129,19.31352984746239
id_130,5.844794924996858
id_131,36.39842220956514
id_132,14.666578944583062
id_133,25.42525051227998
id_134,24.187200601353968
id_135,21.017144963248512
id_136,11.550656166998019
id_137,20.130223274070186
id_138,79.49304893409874
id_139,63.95559848423842
id_140,27.703392371521733
id_141,16.96402583962003
id_142,25.05479869580726
id_143,9.544030611090673
id_144,11.258688179150909
id_145,12.031746987757089
id_146,21.156385037236603
id_147,8.498091972333121
id_148,14.954679995416159
id_149,17.388927346355423
id_150,50.11295933044432
id_151,22.71551628653581
id_152,24.828852604061378
id_153,16.383698059588085
id_154,15.259122950590458
id_155,27.9702093453704
id_156,22.338549960519025
id_157,34.45668040476202
id_158,6.291808797105627
id_159,20.414149521745635
id_160,44.19832442177895
id_161,19.47312751773443
id_162,57.176397868072456
id_163,19.579373827699722
id_164,36.51697110232944
id_165,24.53852864140855
id_166,22.991111309008456
id_167,2.771620683328293
id_168,67.02324595770695
id_169,19.107963980342205
id_170,17.640602994597074
id_171,69.20422134302467
id_172,21.697078006439273
id_173,4.239389439901982
id_174,23.721360947311084
id_175,4.470607787333959
id_176,7.32610470321522
id_177,19.567814242917635
id_178,20.594691188275075
id_179,21.560220744499187
id_180,42.93460686350571
id_181,27.265330436813073
id_182,28.781210555142636
id_183,13.35613249412308
id_184,10.004025628285838
id_185,41.331093780016175
id_186,36.46508453739385
id_187,33.35271790880945
id_188,17.483970189299804
id_189,21.8618283538799
id_190,15.229304830179956
id_191,15.589930802493202
id_192,33.228333340428506
id_193,76.91888691455009
id_194,29.104168938141306
id_195,12.54357654376902
id_196,61.79170058234646
id_197,15.120890873500265
id_198,20.069345096628076
id_199,24.247196452687355
id_200,136.75074109637248
id_201,26.580827188746156
id_202,59.078863267501866
id_203,7.538839207411606
id_204,62.371154220547176
id_205,36.00937102715356
id_206,17.297716704432464
id_207,14.493218763476161
id_208,65.75268367801637
id_209,14.855294992606126
id_210,27.137213424773506
id_211,74.47913862765908
id_212,20.98533547789696
id_213,107.15480672191897
id_214,40.525543488761244
id_215,84.00168308915225
id_216,96.8025006078629
id_217,72.02162507445448
id_218,29.71235645223979
id_219,18.359637748156764
id_220,32.29365357591341
id_221,54.14665599084749
id_222,29.23977718309614
id_223,39.67253627210647
id_224,42.97609806596568
id_225,9.519836116368593
id_226,4.735284713278875
id_227,70.82860814197807
id_228,29.156475246590162
id_229,3.2456705156585555
id_230,40.773455217152765
id_231,16.358155633540175
id_232,22.24270652546603
id_233,9.443670859087355
id_234,12.491315187377431
id_235,22.00300684604554
id_236,13.421629538611903
id_237,2.754819531645625
id_238,21.474816583619692
id_239,1.8538167733860056
