id,value
id_0,26.557155787180477
id_1,61.5629047287809
id_2,20.476983369772572
id_3,28.528594869576228
id_4,10.322586835712732
id_5,36.18046011920588
id_6,39.47480483529453
id_7,16.559270209030714
id_8,47.81298842831244
id_9,33.28795892223421
id_10,38.86808215870082
id_11,58.28765493453628
id_12,36.566052277181115
id_13,41.41217487103817
id_14,26.611061444987236
id_15,12.699868700979447
id_16,52.68536693244228
id_17,22.49398185278949
id_18,19.420048435840176
id_19,19.74869628529059
id_20,14.962187349688653
id_21,28.354389324126902
id_22,36.77156607776533
id_23,9.386170748107688
id_24,57.88979980568537
id_25,44.257347156783936
id_26,28.381105205799162
id_27,9.395681057535214
id_28,29.09265093419903
id_29,35.63193037233097
id_30,18.508912879232536
id_31,11.823870320843133
id_32,16.73712119839917
id_33,6.47903165223312
id_34,18.205729802499782
id_35,39.19494087158176
id_36,19.690059700598958
id_37,28.451698442097104
id_38,6.675581549616557
id_39,59.75997704171605
id_40,47.26533148791826
id_41,16.743867330328456
id_42,49.48839484066211
id_43,18.209341301176305
id_44,43.7932237201031
id_45,51.155213548648625
id_46,61.12209925782357
id_47,39.96754007448152
id_48,51.083773952026895
id_49,41.578948963743684
id_50,30.244067030286278
id_51,24.750818571799993
id_52,40.60925091289161
id_53,25.238968909070056
id_54,38.31640280889567
id_55,39.86447048207682
id_56,24.703916303030205
id_57,21.916782995647623
id_58,37.63745549010646
id_59,31.178475867885137
id_60,15.61630992817434
id_61,23.370718986173866
id_62,31.480356360423865
id_63,54.69750297448651
id_64,48.783387964767414
id_65,26.486795184192417
id_66,40.8514800474883
id_67,54.38599425253836
id_68,27.89279401976744
id_69,38.3509564467818
id_70,64.52559441298988
id_71,52.93097551747347
id_72,43.466796307463795
id_73,11.509674391151794
id_74,12.118581599576705
id_75,35.628689615949995
id_76,60.2795951500192
id_77,3.418334099384467
id_78,44.24685697005376
id_79,40.0964563263433
id_80,8.207561640297813
id_81,22.338061150868256
id_82,7.82940177962519
id_83,33.76197464947174
id_84,10.800312187792041
id_85,5.671051896686901
id_86,16.320385219659485
id_87,12.007433470243685
id_88,13.468666423333337
id_89,28.094340880778166
id_90,30.521459523716064
id_91,11.459559426367672
id_92,13.933203955514294
id_93,7.680860463762588
id_94,36.50340493133916
id_95,16.302715455364613
id_96,15.60194829501344
id_97,8.933383609154607
id_98,10.913963163380762
id_99,4.2631246308737545
id_100,13.030769076376302
id_101,18.4993962753267
id_102,11.36356582459399
id_103,5.576148291276022
id_104,14.034260987835136
id_105,37.09081580441156
id_106,27.753592166236732
id_107,8.108898709979805
id_108,16.64243960680831
id_109,16.435845012049914
id_110,14.349641574836927
id_111,17.554115036807893
id_112,13.359674798880894
id_113,28.485393817305813
id_114,22.070785000754476
id_115,15.425203867558537
id_116,9.117620527670972
id_117,44.622069044192195
id_118,29.440452777605707
id_119,1.7387367301069496
id_120,2.2003731027651012
id_121,11.528190219785731
id_122,15.755175915582015
id_123,15.46858841055109
id_124,6.804938444218736
id_125,26.293015530227414
id_126,21.255480397988077
id_127,13.647503201106499
id_128,20.10255748410881
id_129,18.219346794954074
id_130,4.3398237192676135
id_131,36.20378339526768
id_132,14.235245667554302
id_133,26.483612183859364
id_134,23.659631702822963
id_135,20.780608734800623
id_136,10.222427243186223
id_137,19.834828673815952
id_138,77.40112505950354
id_139,63.63788669040689
id_140,27.20668512380883
id_141,17.218568816587048
id_142,25.026900007435852
id_143,8.349317139955158
id_144,10.810197904226458
id_145,10.62889782728736
id_146,21.384703835510617
id_147,7.649897597343861
id_148,13.985333809075696
id_149,17.022285618779524
id_150,50.99140175175409
id_151,21.70389287597645
id_152,24.530025604836474
id_153,15.659948981208329
id_154,14.703675943690946
id_155,27.73325908906201
id_156,21.855507149491633
